name,age,gender,marital_status,cibil_score,monthly_income,employment_type,family_size,dependents,education_level
Christopher Ward,57,Female,Married,734,48322,Unemployed,6,0,High School
Elizabeth Hudson,51,Female,Married,749,40034,Self-Employed,4,2,Master
Lance Skinner,42,Female,Single,616,94924,Unemployed,5,0,High School
Andrea Williams,26,Male,Married,393,64263,Unemployed,1,0,High School
Ashley Jones,35,Male,Married,813,87925,Unemployed,2,0,Master
Angela Campbell DDS,39,Male,Single,640,69405,Self-Employed,5,3,PhD
Jamie Zavala,37,Female,Single,456,180416,Salaried,2,0,Bachelor
Kimberly Perez,30,Male,Single,338,196509,Self-Employed,3,1,Bachelor
Vincent Olson,58,Female,Single,521,128195,Unemployed,1,0,Bachelor
Gregory Rodriguez,40,Male,Married,478,173956,Self-Employed,3,0,Bachelor
Michael Hernandez,31,Female,Married,425,106533,Unemployed,6,1,PhD
Shannon Parker,23,Female,Single,656,83760,Self-Employed,6,4,Master
Peter Adkins,56,Male,Married,303,102775,Unemployed,4,3,Bachelor
Taylor Marks,33,Male,Married,635,68837,Unemployed,4,2,PhD
Alison Gates,45,Female,Single,785,92174,Salaried,2,1,PhD
Kyle King,54,Female,Married,576,46503,Self-Employed,1,0,PhD
Jacob Rush,51,Female,Single,562,137917,Self-Employed,2,1,PhD
Erica Scott,38,Male,Married,883,147163,Self-Employed,5,3,Bachelor
Phyllis Miller,56,Male,Single,884,144110,Self-Employed,6,1,Master
Kathryn Boyd,40,Female,Married,440,136830,Salaried,6,0,High School
Joseph Williams,53,Female,Single,392,42987,Self-Employed,1,0,PhD
Patricia Donovan,28,Male,Married,652,108480,Salaried,3,0,PhD
Robert Swanson,25,Male,Married,734,131451,Salaried,6,0,Master
Travis Mccoy,44,Male,Single,611,150373,Unemployed,3,2,Bachelor
Sean Meza,22,Male,Single,420,23603,Self-Employed,4,1,PhD
Leslie Williams,35,Female,Married,555,84058,Salaried,2,0,High School
Holly Curtis,44,Female,Married,412,157846,Salaried,4,2,Master
Scott Black,27,Female,Single,330,150079,Unemployed,4,1,Bachelor
Melody Hall,54,Female,Single,416,162597,Self-Employed,6,3,PhD
James Watson,21,Male,Married,561,71388,Self-Employed,2,1,High School
Joann Richards,31,Male,Single,779,194861,Self-Employed,5,2,Bachelor
Angela Fischer,59,Female,Married,377,71663,Salaried,3,0,Master
Lisa Christian,51,Male,Married,329,76926,Self-Employed,5,0,Master
Jose Daugherty,49,Male,Single,414,28942,Salaried,6,4,Bachelor
Debra Watkins,23,Female,Married,450,191691,Unemployed,3,0,Master
Jasmine Pope,26,Male,Married,325,58256,Self-Employed,5,2,PhD
Joseph Rodriguez,42,Female,Married,779,189795,Self-Employed,1,0,Bachelor
Christopher Moreno,46,Female,Married,650,61312,Unemployed,4,3,High School
Michelle Crawford,46,Male,Married,543,180090,Salaried,2,0,PhD
Eric Smith,28,Male,Single,776,130400,Salaried,5,1,PhD
Melissa Adams,24,Male,Married,385,16040,Self-Employed,6,2,PhD
Ronald Tran,25,Female,Single,859,158183,Unemployed,2,0,High School
Tonya Williams,45,Male,Married,897,19066,Salaried,4,0,Bachelor
Ronald Lambert,29,Male,Married,497,100194,Unemployed,2,1,High School
John Bryant,33,Male,Single,408,173264,Unemployed,6,3,Bachelor
Derrick Singleton,56,Female,Single,706,182951,Self-Employed,5,0,Bachelor
Kim Rodriguez,30,Female,Single,888,191687,Self-Employed,2,1,Master
Kimberly White,31,Male,Single,401,81863,Self-Employed,1,0,High School
Krystal Bowen,47,Female,Married,815,35322,Unemployed,4,2,PhD
Samantha Blankenship,42,Male,Single,358,138795,Salaried,3,1,PhD
William Mccoy,40,Female,Married,886,25721,Self-Employed,5,2,PhD
Kimberly Browning,29,Male,Single,760,67324,Self-Employed,4,3,Bachelor
Michelle Terry,56,Female,Married,765,26350,Self-Employed,4,2,Master
Natalie Kelly,21,Male,Single,879,140477,Unemployed,2,0,High School
Pamela Mora,59,Male,Married,791,115887,Unemployed,2,1,PhD
Jennifer Carpenter,47,Male,Single,599,35685,Unemployed,4,0,Master
Michele Scott,35,Male,Single,392,136556,Salaried,3,0,High School
Kevin Banks,33,Male,Single,581,141713,Self-Employed,4,2,Bachelor
Steven Brown,27,Female,Married,781,110426,Self-Employed,3,1,Bachelor
Steven Myers,34,Male,Single,632,198940,Unemployed,3,0,Master
Vincent Huerta,59,Male,Married,556,106322,Self-Employed,3,1,Bachelor
Patricia Williams,56,Female,Single,744,136272,Self-Employed,1,0,Bachelor
Lance Rogers,40,Female,Single,862,61040,Unemployed,5,2,Bachelor
James Williams,29,Male,Single,372,55033,Self-Employed,6,2,High School
Jane Hendrix,41,Male,Single,344,66296,Self-Employed,1,0,PhD
Austin Rodriguez,48,Male,Married,787,137927,Salaried,6,5,Master
Jose Stone,50,Female,Married,308,32305,Self-Employed,6,4,Master
Matthew Martin,49,Female,Single,827,165361,Unemployed,5,2,Master
Austin Ryan,43,Male,Single,787,80608,Salaried,4,0,High School
Logan Gray,28,Male,Married,617,24190,Unemployed,4,1,Master
Jennifer Rosales,48,Female,Married,576,95709,Self-Employed,5,1,High School
Lucas Maldonado,32,Male,Married,716,80382,Unemployed,5,3,High School
Larry Gordon,22,Male,Married,612,31329,Salaried,2,0,Bachelor
Mia Clark,39,Female,Married,603,106748,Unemployed,3,1,Bachelor
Mrs. Deanna Carr,45,Male,Married,792,86633,Salaried,2,0,Bachelor
Shelly Hernandez,26,Female,Single,469,63001,Unemployed,4,1,PhD
Joshua Peters,48,Male,Married,348,127146,Unemployed,3,1,Bachelor
David Bailey,53,Male,Single,616,91745,Salaried,6,3,PhD
Joshua Hall,56,Male,Single,472,24005,Self-Employed,3,2,High School
Bruce Cox,31,Male,Married,765,41570,Salaried,5,2,Bachelor
Justin Sullivan,34,Male,Single,857,30717,Salaried,4,2,Bachelor
Mark Cook,32,Female,Single,474,134379,Unemployed,3,2,PhD
Kristen Pittman,27,Male,Married,627,111731,Salaried,2,0,PhD
Patricia Butler,33,Male,Single,366,87232,Self-Employed,5,3,PhD
Todd Green,37,Male,Single,728,73976,Salaried,5,4,High School
Edward Bass,48,Female,Single,542,104913,Self-Employed,4,1,Master
David Lopez,34,Female,Single,750,68507,Salaried,4,1,PhD
Jeffrey Yang,42,Female,Single,628,165154,Self-Employed,4,3,Bachelor
Cameron Kennedy,49,Male,Single,797,125981,Unemployed,6,1,High School
Joe Solomon,54,Female,Single,422,193494,Self-Employed,5,4,PhD
Miranda Williams,48,Female,Married,386,161777,Unemployed,6,3,Bachelor
Allison Wolf,56,Female,Married,765,18199,Unemployed,5,1,PhD
Jennifer Reeves,52,Female,Married,524,29577,Self-Employed,3,1,Master
Steven Patterson,40,Female,Married,883,116506,Self-Employed,4,2,Bachelor
Cindy White,25,Male,Married,752,149318,Self-Employed,3,2,Bachelor
Nancy Sullivan,59,Male,Married,390,32959,Salaried,1,0,Master
Ronnie Reed,26,Female,Married,882,25303,Self-Employed,2,0,High School
Angela Ramsey,25,Male,Married,573,105165,Unemployed,6,0,PhD
Justin Ward,41,Male,Married,687,151070,Self-Employed,5,3,PhD
Holly Mayer,50,Female,Married,479,134244,Salaried,3,2,High School
Angel Houston,45,Male,Married,568,87671,Salaried,4,0,Master
Philip Zhang,27,Female,Single,436,38329,Unemployed,3,2,Master
Jennifer King,55,Male,Single,612,33294,Salaried,5,0,Bachelor
Larry Carroll,49,Male,Married,470,62307,Salaried,3,2,High School
Melissa Morton,45,Male,Married,480,49790,Unemployed,4,1,Bachelor
Mr. Adrian Lamb,30,Male,Married,703,64455,Salaried,3,0,Master
William Mitchell,49,Male,Single,373,28713,Self-Employed,6,2,PhD
Emma Lewis,27,Male,Married,386,181752,Self-Employed,1,0,Bachelor
Charlotte Smith,53,Male,Married,737,50966,Unemployed,2,0,PhD
Susan Smith,39,Male,Single,633,143201,Unemployed,4,2,High School
Danielle Martin,41,Female,Married,757,83348,Unemployed,2,0,Bachelor
Jennifer Fischer,51,Female,Married,749,75769,Self-Employed,1,0,PhD
David Russell,41,Male,Married,376,123210,Salaried,4,3,PhD
Andrea Larson,21,Female,Married,479,198658,Self-Employed,2,0,Bachelor
Lauren Navarro,52,Male,Married,310,41606,Self-Employed,3,0,PhD
Kristin Gonzalez,30,Male,Married,506,171153,Self-Employed,6,5,High School
Stacy Frye,30,Female,Single,368,125715,Self-Employed,1,0,High School
Yolanda Phillips,55,Female,Single,861,146641,Unemployed,6,2,High School
Steven Pierce,31,Male,Single,653,83137,Self-Employed,1,0,High School
Alyssa Logan,54,Male,Single,532,54339,Salaried,6,4,Master
Amanda Davis,26,Male,Single,325,18659,Salaried,5,2,Master
Austin Miller,22,Female,Married,572,129404,Unemployed,1,0,High School
Katelyn Jones,31,Male,Married,573,57604,Self-Employed,2,0,Master
Krista Chen,48,Female,Single,546,29028,Unemployed,5,2,Bachelor
James Soto,34,Female,Married,521,61877,Salaried,2,0,Master
Amber Murphy,53,Female,Single,544,42846,Self-Employed,1,0,Bachelor
Gregory Arnold,35,Female,Single,552,71861,Self-Employed,5,4,Bachelor
David Smith,37,Female,Married,831,30553,Self-Employed,6,3,Bachelor
Thomas Rojas,43,Male,Single,667,174742,Salaried,5,4,Master
Melissa Velazquez,36,Female,Married,765,16533,Self-Employed,2,1,Master
Ricky Reyes,21,Male,Single,624,98649,Unemployed,2,0,Bachelor
Theresa Rivera,36,Male,Single,642,181214,Salaried,2,1,High School
David Lopez,40,Male,Married,674,177882,Self-Employed,2,0,Bachelor
Kimberly Henderson,44,Male,Single,781,42046,Self-Employed,5,1,Bachelor
Michael Gray,36,Female,Married,857,115190,Self-Employed,4,1,PhD
Donna Ortiz,46,Male,Single,528,192889,Salaried,4,1,Master
Paul Manning,35,Male,Single,677,150410,Self-Employed,1,0,Bachelor
Cheryl Black,22,Female,Married,499,180287,Self-Employed,1,0,High School
Ian Salazar,25,Male,Married,453,90477,Unemployed,3,2,Master
Christy Underwood,56,Male,Single,360,67488,Salaried,1,0,Bachelor
Courtney Coffey,44,Male,Single,725,43275,Self-Employed,3,2,PhD
Diana Saunders,31,Female,Married,797,71827,Salaried,4,2,PhD
Katie Carter,34,Male,Married,686,25648,Salaried,5,4,High School
Travis Mitchell,33,Female,Married,775,150609,Unemployed,4,0,Bachelor
Michele Jones,53,Female,Single,590,59859,Self-Employed,6,1,PhD
Cindy Phillips,29,Female,Single,617,21176,Unemployed,2,1,High School
Lauren Wagner,23,Male,Single,896,28651,Salaried,5,3,Master
Patrick Mitchell,54,Female,Married,864,165084,Self-Employed,2,0,Master
Brian Martinez,21,Male,Single,756,120560,Unemployed,4,1,PhD
Nancy Richardson,36,Female,Single,508,97085,Unemployed,3,0,High School
Charles Brown,52,Male,Single,600,49347,Salaried,4,1,High School
Jason Edwards,50,Male,Married,852,86056,Self-Employed,5,3,Bachelor
John Barnes,55,Male,Married,742,64690,Salaried,5,3,PhD
Ellen Collins,57,Female,Married,433,44077,Unemployed,6,1,Bachelor
Michelle Steele,27,Female,Married,522,23830,Self-Employed,5,4,PhD
Nicole Pittman,22,Male,Married,691,143391,Salaried,5,1,High School
Kendra Rodriguez,54,Female,Single,767,117447,Unemployed,4,3,High School
Veronica Owens,26,Female,Married,875,77135,Unemployed,1,0,Bachelor
Caleb Burton,35,Male,Married,333,151276,Self-Employed,6,5,High School
Cassidy Lowe,32,Male,Single,707,111473,Salaried,5,1,PhD
Richard Rollins,22,Female,Single,389,77166,Self-Employed,2,0,PhD
Steven Miller,29,Female,Single,886,31797,Unemployed,2,0,Master
Pam Brown,21,Male,Single,427,81013,Salaried,2,0,Bachelor
Mrs. Linda Allen,24,Male,Single,578,65655,Self-Employed,2,0,Bachelor
Sean Smith,49,Male,Married,853,60895,Salaried,6,4,Master
Lisa Curtis,21,Female,Married,354,165790,Self-Employed,1,0,Master
Joshua Jones,46,Female,Single,623,139303,Self-Employed,1,0,Master
Laura Martin,29,Male,Married,504,102061,Self-Employed,4,1,Master
Christine Henderson,21,Male,Married,595,190121,Unemployed,3,1,Master
Robert Nicholson,51,Female,Married,705,123859,Self-Employed,3,2,Master
Evan Aguirre,23,Male,Married,488,116938,Unemployed,4,2,Bachelor
Anthony Kidd,31,Male,Single,365,168758,Salaried,6,0,Master
Megan Smith,60,Female,Single,343,70492,Self-Employed,3,0,Master
Timothy Archer,34,Male,Married,381,99109,Self-Employed,6,4,Master
Christine Garrett,38,Male,Single,510,160282,Self-Employed,2,1,High School
Ryan Smith,39,Female,Married,778,121871,Unemployed,4,1,Master
David Graham,23,Male,Single,347,59779,Self-Employed,3,0,PhD
John Dean,36,Female,Married,756,160014,Unemployed,1,0,High School
Zachary Riley,21,Male,Married,700,145407,Salaried,6,1,High School
Briana Weeks,50,Male,Married,493,141719,Salaried,6,0,High School
Julia Robertson,60,Male,Single,837,27415,Unemployed,5,1,PhD
Madison Mcgrath,28,Male,Single,435,159852,Salaried,1,0,PhD
Beverly Wright,23,Female,Single,538,51395,Self-Employed,5,3,Master
Donald Burke,52,Female,Single,494,164640,Unemployed,4,2,PhD
Michael Grant,28,Male,Single,670,54893,Unemployed,1,0,Master
Diana Medina,28,Female,Single,561,55966,Salaried,6,2,PhD
Meagan Wilson,39,Female,Married,624,196983,Unemployed,5,0,PhD
Shaun Holmes,21,Male,Married,557,178421,Salaried,1,0,Master
Jacob Miles,30,Female,Single,896,95117,Salaried,3,1,Bachelor
Jesse Douglas,47,Male,Married,389,15234,Self-Employed,5,0,High School
Rachel Brown,26,Female,Single,341,18299,Unemployed,1,0,High School
Michael Harper,37,Female,Single,607,64526,Unemployed,5,0,Bachelor
Shirley Martinez MD,26,Female,Married,562,186168,Self-Employed,1,0,PhD
Ryan Rose,48,Male,Married,387,104085,Salaried,1,0,High School
Paul Shea,52,Female,Married,341,91490,Self-Employed,4,2,PhD
Brittany Taylor,34,Male,Married,571,133042,Salaried,2,0,Master
Lauren Olson,50,Female,Married,534,88913,Self-Employed,1,0,PhD
Bonnie Mendez,22,Female,Single,507,120199,Salaried,3,1,Bachelor
Heather Walker,37,Female,Married,504,75378,Salaried,5,3,PhD
Alicia Burnett,56,Male,Married,826,50435,Salaried,4,0,Master
John Smith,39,Female,Married,879,34050,Self-Employed,3,1,PhD
Jason Stewart,60,Female,Single,433,67095,Self-Employed,5,2,PhD
Randall Bailey,21,Female,Single,560,138436,Self-Employed,1,0,Master
Brian Weber,53,Male,Married,504,49996,Self-Employed,5,3,Master
Heather Pennington,42,Female,Single,326,121783,Unemployed,5,3,High School
Lisa Gonzalez,22,Female,Married,385,54719,Salaried,3,0,Bachelor
Jessica Peters,22,Male,Single,712,60409,Salaried,5,0,Master
Nicole Smith,46,Female,Single,562,159291,Self-Employed,2,1,Bachelor
Lisa Middleton,41,Male,Married,548,186342,Salaried,5,3,Bachelor
Stacey Brown,57,Female,Married,428,142377,Salaried,1,0,Master
Steven Andrews,40,Male,Single,588,161236,Unemployed,1,0,Master
David Miller,54,Male,Single,756,148125,Self-Employed,2,1,High School
John Meyers,21,Female,Single,887,113708,Salaried,5,3,Master
Mr. Johnathan Wood,26,Male,Married,497,45048,Salaried,3,0,High School
Joseph Joseph,36,Male,Single,737,39848,Unemployed,4,0,High School
Ryan Alexander,42,Male,Single,663,173204,Unemployed,4,3,PhD
Lucas Jones,34,Male,Single,337,175910,Unemployed,3,1,Master
Katie Hess,26,Female,Single,885,51239,Self-Employed,5,1,Master
Chad Harris,51,Female,Single,455,148773,Unemployed,4,1,Master
Matthew Nunez,37,Female,Married,377,121209,Salaried,4,2,Master
Alan Perry,22,Female,Single,836,58361,Salaried,5,3,Bachelor
Mark Adams,36,Male,Single,695,108945,Salaried,5,0,Master
Eric Johnson,48,Male,Single,704,76635,Self-Employed,6,3,PhD
Dwayne Hernandez,33,Female,Married,760,94953,Salaried,6,0,Master
Robin Matthews,54,Male,Married,589,58298,Self-Employed,2,0,PhD
Robin Fitzgerald,45,Female,Single,440,172940,Unemployed,3,1,Bachelor
Dennis Henry,56,Male,Single,461,112510,Self-Employed,6,5,Master
Shelby Cross,29,Female,Married,471,171075,Unemployed,1,0,High School
Eric Murray,48,Male,Single,883,25640,Self-Employed,4,2,PhD
Melissa Roberts,38,Female,Married,598,73188,Salaried,5,3,Bachelor
Mark Mitchell,40,Female,Single,610,131731,Unemployed,5,0,Bachelor
Anthony Holt,56,Male,Married,802,61898,Salaried,1,0,High School
Jose Silva,43,Female,Single,788,143689,Salaried,3,2,High School
John Burns,27,Male,Married,893,59406,Unemployed,3,1,Master
Heather Bauer,28,Male,Married,832,20977,Salaried,4,2,Bachelor
Paul Smith,22,Male,Single,341,117827,Self-Employed,5,3,Master
Robert Ortiz,29,Male,Single,445,165820,Self-Employed,6,0,PhD
Kathleen Cox,47,Male,Single,361,108725,Salaried,6,3,Master
Christian Norton,47,Male,Married,672,180870,Self-Employed,6,3,Master
Charlene Gonzalez,43,Female,Married,619,67889,Salaried,3,2,High School
Michelle Chase,59,Male,Married,706,35873,Salaried,4,1,PhD
Cheryl Hester,39,Female,Single,343,111549,Unemployed,1,0,PhD
Jake Liu,57,Female,Single,718,88602,Unemployed,5,4,Master
Mrs. Beth Barrett,46,Female,Single,654,82839,Self-Employed,5,1,High School
Patrick Duncan,51,Female,Married,834,112790,Self-Employed,6,5,PhD
Connie West,49,Male,Married,351,174239,Self-Employed,2,1,Master
William Reyes,50,Male,Married,610,179321,Unemployed,2,0,Bachelor
Michael Khan,28,Male,Single,325,182761,Unemployed,6,3,PhD
William Butler,39,Female,Single,319,107721,Unemployed,5,3,PhD
Matthew Walker,21,Female,Married,529,48082,Self-Employed,6,2,Bachelor
Paul Dawson,31,Female,Single,499,70853,Salaried,6,2,Bachelor
Deborah Murphy,24,Female,Single,588,25610,Salaried,5,2,Master
Leah Green,54,Female,Single,580,115414,Salaried,2,0,Master
John Warner,39,Male,Single,412,83688,Self-Employed,4,0,Master
Tracy Contreras,28,Male,Single,309,45940,Unemployed,1,0,PhD
Alejandro Lewis,37,Female,Single,826,196458,Unemployed,2,0,High School
Melissa Brown,35,Male,Single,689,49307,Salaried,5,1,Master
Lisa Parks,33,Female,Married,330,40739,Self-Employed,3,2,High School
Kathryn Terry,42,Female,Single,897,61689,Salaried,1,0,High School
Kara Matthews,31,Male,Single,624,57533,Unemployed,1,0,High School
Janet Beard,42,Female,Married,594,163280,Self-Employed,6,0,Bachelor
James Chen,47,Male,Married,594,77657,Salaried,6,5,High School
Samantha Lopez,58,Male,Married,586,104030,Salaried,4,3,High School
William Faulkner,22,Male,Married,453,101124,Self-Employed,5,2,Bachelor
Justin Herrera,30,Male,Single,828,197714,Self-Employed,1,0,High School
Dana Parker,39,Male,Married,626,20540,Unemployed,1,0,Master
Margaret Weaver,51,Male,Single,301,73553,Unemployed,1,0,Bachelor
Beverly Sanchez,43,Male,Married,356,48114,Self-Employed,5,0,Master
Richard Castaneda,29,Male,Married,613,88730,Self-Employed,5,2,Bachelor
Walter Boyer,58,Female,Married,573,62348,Salaried,3,0,Master
Sharon Preston,52,Female,Single,364,115086,Unemployed,3,1,High School
Tracey Eaton,24,Male,Married,466,190018,Salaried,3,0,High School
Kelly Santos,30,Female,Married,697,136730,Unemployed,6,4,Master
Brett Burns,54,Female,Married,505,24417,Unemployed,2,1,Bachelor
William Brown,41,Female,Married,610,108443,Self-Employed,6,0,Master
Patrick Aguirre,58,Male,Single,524,142031,Salaried,3,1,High School
Kathleen Brown,30,Male,Single,601,70428,Salaried,2,0,High School
Kristen Powell,44,Male,Single,672,127140,Unemployed,4,3,Master
Sierra Rodriguez,54,Female,Single,607,180378,Salaried,6,1,Master
Billy Fowler,25,Female,Married,722,130218,Unemployed,6,4,Master
Paula Wilson,24,Female,Married,544,63574,Unemployed,2,0,Master
Brittany Johnston,22,Female,Single,869,19188,Salaried,5,4,Master
Kathleen Chapman,47,Male,Married,314,174301,Self-Employed,1,0,Master
Rebecca Green,30,Female,Single,386,164370,Salaried,2,1,Bachelor
Lisa Johnston,47,Female,Married,821,101524,Unemployed,1,0,High School
Alyssa Rivas,35,Male,Married,303,48207,Unemployed,5,2,High School
Erika Mcconnell,29,Male,Married,518,62368,Unemployed,2,0,PhD
Riley Mejia,37,Female,Single,731,189352,Salaried,1,0,Master
Allen Short,59,Female,Married,445,168466,Unemployed,3,0,PhD
Denise Kim,38,Female,Married,563,46832,Self-Employed,6,4,High School
Brittney Nguyen,56,Male,Married,642,81366,Unemployed,3,0,Bachelor
Tiffany Park,24,Male,Married,649,95953,Salaried,6,2,PhD
Linda Becker,33,Male,Married,597,74306,Unemployed,5,0,High School
Edward Jefferson,26,Male,Single,395,173582,Salaried,6,1,Master
Theresa Hays,32,Male,Single,606,116634,Unemployed,2,0,Master
Joseph Martin,23,Male,Single,461,191224,Self-Employed,2,0,Bachelor
Tonya Taylor,50,Female,Married,427,150730,Unemployed,1,0,PhD
Rebekah Liu,54,Male,Married,426,171797,Self-Employed,5,1,High School
Danielle Dunn,60,Male,Married,851,96274,Self-Employed,5,1,High School
James Kirby,30,Female,Married,539,54249,Unemployed,4,2,PhD
Jessica Butler,60,Female,Single,537,38605,Salaried,3,2,Master
Mitchell Payne,33,Male,Single,694,59449,Self-Employed,3,1,Master
